date,locality,state,location,title,size_text,size_low,size_high,organizations,participants,claims,valence,event_type,police_measures,participant_measures,police_injuries,participant_injuries,arrests,property_damage,police_deaths,participant_deaths,macroevent,notes,coder,source1,source2,source3,source4,source5,source6,source7,source8,source9,source10,source11,source12,source13,source14,source15,source16,source17,source18,source19,source20,source21,source22,source23,source24,source25,source26,source27,source28,source29,source30
2021-06-18,Oregon City,OR,Clackamette Park,Rise Against Hate,,,,Fascist Free 503,,"against fascism, against Proud Boys, against racism",1,counter-protest,on scene; declared riot; closed park,black bloc; verbally confronted protesters; burned American flag; physical fighting with protesters; mace,,unspecified,,,,,20210618-oregoncity-flagwave,,,https://twitter.com/FascistFree503/status/1399466221427314688,https://twitter.com/FascistFree503/status/1404256727902560258,https://twitter.com/AlissaAzar/status/1406001996021198851,https://twitter.com/LCRWnews/status/1406009425949691904,https://twitter.com/gravemorgan/status/1406021475602100227,https://twitter.com/PDXzane/status/1406020158838099974,https://twitter.com/CarissaDez/status/1406011626591907842,https://twitter.com/PDocumentarians/status/1406032668404293635,https://twitter.com/NDpendentPDX/status/1406062084899565568,https://twitter.com/Claudio_Report/status/1406099697761091584,https://twitter.com/FordFischer/status/1406247195620298757,https://twitter.com/AlissaAzar/status/1406475748873961475,https://twitter.com/danielvmedia/status/1406339675103502337,https://www.oregonlive.com/clackamascounty/2021/06/police-declare-riot-after-opposing-groups-fight-at-oregon-city-park.html,,,,,,,,,,,,,,,,
2021-06-18,Phoenix,AZ,,Freedom Ride for Voting Rights,count video,70,100,UNITE HERE Local 11; Our Voice Our Vote Arizona,elected officials,"for federal legislation to protect voting rights, for the For the People Act, for democracy",1,rally,,,,,,,,,,,,https://twitter.com/reginaldbolding/status/1406069546780291074,https://twitter.com/UNITEHERE11AZ/status/1406075992859312131,https://twitter.com/camucha_king/status/1406090860559802372,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Pittsburgh,PA,1200 Penn Ave,,,,,AFSCME Local 2719,,for making Juneteenth a holiday for Pittsburgh Water & Parking Authority employees,1,rally,,,,,,,,,,,,https://twitter.com/i/lists/1319295328718290944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Portland,OR,Irving Park,Black Trans Pride,,,,Black Trans All-Stars,,"for Black trans pride, against police",1,rally; march,,,,,,,,,,,,https://twitter.com/safe_pdx/status/1405922167691223042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Portland,OR,The Fields Park,,perhaps 20,20,20,,,"against police, against Mayor Wheeler",1,rally; march,,tipped over trash cans and newspaper boxes,,,,,,,,,,https://pamplinmedia.com/pt/9-news/512481-409791-first-portland-protest-held-after-police-riot-team-disbands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Providence,RI,Lockwood Ave; Nonviolent Institute,Mothers' March,dozens,24,24,Direct Action for Rights and Equality,,"against gun violence, build community not prisons, counselors not cops, for defunding police and investing in communities, against poverty, for decarceration, against systemic racism",1,march,escorted marchers,,,,,,,,,,,https://www.wpri.com/news/local-news/providence/protesters-march-to-providence-nonviolence-institute-demand-systemic-change-for-youth/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Punta Gorda,FL,W Retta Esplanade & Route 41,Protest Punta Gorda City Council (FUC* BIDEN EVENT),dozens; about 36,24,36,,,"against President Biden, against city ordinance banning signs and flags with indecent language, against censorship, for free speech, against tyranny",2,protest,,,,,,,,,20210618-puntagorda-fuckbiden,,,https://www.facebook.com/events/945467199563861/,https://www.fox4now.com/news/local-news/man-brings-obscene-flag-to-city-hall-to-protest-new-punta-gorda-sign-ordinance,https://nbc-2.com/news/local/2021/06/18/punta-gorda-residents-protest-ordinance-banning-vulgar-language/,https://www.fox4now.com/news/local-news/dozens-protest-punta-gorda-sign-ordinance-displaying-profanity-along-route-41,https://www.yoursun.com/charlotte/punta-gordas-obscenity-code-sparks-protests/article_f6e36410-d084-11eb-9452-0bc8739dd118.html,https://rumble.com/viqj93-dozens-protest-punta-gorda-sign-ordinance-displaying-profanity-along-route-.html,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Punta Gorda,FL,W Retta Esplanade & Route 41,,one man,1,1,,,in suport of city ordinance banning signs and flags with indecent language,0,counter-protest,,,,,,,,,20210618-puntagorda-fuckbiden,,,https://rumble.com/viqj93-dozens-protest-punta-gorda-sign-ordinance-displaying-profanity-along-route-.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Ranson,WV,Newport Ave,,,,,Eastern Panhandle Green Coalition,,"for environmental protection, mountains not smokestacks, pipelines blow, no heavy industry, against water pollution, for green jobs, for ecotourism",1,rally,,,,,,,,,,,,https://www.localdvm.com/news/ranson-rally-mobilizing-green-coalition-in-west-virginias-eastern-panhandle/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Rockford,IL,Rockford City Hall,,,,,May 30th Alliance,,"against racism, against police violence",1,demonstration,,encamped outside city hall,,,,,,,,,,https://twitter.com/M30Alliance/status/1370029296509652993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Rockland,ME,Maine State Ferry Terminal,,,,,,,against abortion,2,demonstration,called to scene,,,,,,,,20210618-rockland-abortion,,,https://knox.villagesoup.com/2021/06/26/driver-crashes-after-yelling-at-peaceful-protestors/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Rockland,ME,Maine State Ferry Terminal,,a driver,1,1,,,"against anti-abortion protesters, for LGBTQ+ rights",1,counter-protest,called to scene,accidentally crashed car into parked van owned by protesters,,,,,,,20210618-rockland-abortion,,,https://knox.villagesoup.com/2021/06/26/driver-crashes-after-yelling-at-peaceful-protestors/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,San Jose,CA,San Jose City Hall,March to Stop Evictions and Gentrification,,,,,,"against evictions and gentrification, against plans to close San Jose Flea Market, for eviction moratorium until 2022, for defunding police, for free public transportation, for a city-sanctioned homeless encampment in each city council district, for abolishing ICE, for city investment in jobs program",1,march,,,,,,,,,,,,https://www.actiontogetherbayarea.org/calendar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Sherman Oaks,CA,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",,,,,The Valley of Change,,"Black Lives Matter, against police brutality",1,demonstration,,,,,,,,,,,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Virginia Beach,VA,Virginia Beach Blvd & Independence Blvd,Protest for Palestine,,,,,,"for liberation of Palestine, for U.S. sanctions on Israel, against U.S. weapons transfers to Israel, for holding Israel accountable for war crimes",0,protest,,,,,,,,,,,,https://www.facebook.com/events/4055334247916121/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Wasco,CA,Wasco City Hall,,count video,30,50,Democratic Women of Kern; Kern County Democratic Party,elected officials,"for LGBTQ+ pride, love is love",1,rally,,,,,,,,,,,,https://www.kget.com/news/local-news/pride-demonstration-held-in-wasco-to-support-lgbtq-community/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Washington,DC,900 U St NW,Boycott Nellies Block Party,more than 100,100,100,The Palm Collective; Harriet's Wildest Dreams; Ward 1 Mutual Aid,,"boycott Nellie's Sports Bar, against racism, against homophobia, against misogyny, against police",1,rally,,,,,,,,,,,,https://www.instagram.com/p/CQJQjwUhrjd/?utm_source=ig_web_copy_link,https://twitter.com/patrickjyoung/status/1406064082063613954,https://twitter.com/ChuckModi1/status/1406055083016609795,https://twitter.com/ChuckModi1/status/1406043002431287298,https://twitter.com/ChuckModi1/status/1406041162474037255,https://twitter.com/ChuckModi1/status/1406035282265321474,https://www.metroweekly.com/2021/06/protesters-demonstrate-outside-nellies-sports-bar-urging-long-term-boycott/,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Washington,DC,"Tifereth Israel Congregation, 7701 16th Street NW",,,,,Tifereth Israel Congregation,,"against racism, solidarity with Black Lives Matter",1,vigil,,,,,,,,,,,,https://tiferethdc.shulcloud.com/event/vigil-against-racism.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Waynesboro,VA,,,count video,6,10,,,"in support of police, against President Biden",2,demonstration,,verbal confrontation; shoved counter-protester,,,,broken camera,,,20210618-augustacounty-fuckbiden,"Locality not clear, but in Augusta County",,https://www.instagram.com/p/CQTeOIXlS4p/,https://www.instagram.com/p/CQUV3M0FIIW/,https://www.instagram.com/p/CQWl_59Mwx3/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Waynesboro,VA,,,count video,3,4,,,against racism,1,counter-protest,,verbal confrontation,,,1,,,,20210618-augustacounty-fuckbiden,"Locality not clear, but in Augusta County",,https://www.instagram.com/p/CQTeOIXlS4p/,https://www.instagram.com/p/CQUV3M0FIIW/,https://www.instagram.com/p/CQWl_59Mwx3/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Wilkes-Barre,PA,,,,,,,,for reproductive rights,1,demonstration,,,,,,,,,,,,https://www.citizensvoice.com/news/pro-choice-rally-draws-small-crowd-in-downtown-wilkes-barre/article_82541f1c-511e-505c-a78c-563cf788e038.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Winston-Salem,NC,Forsythe County Jail,,twenty-five,25,25,Triad Abolition Project,,"in solidarity with inmates in Forsythe County Jail, for abolishing police and prisons, defund police, against racism, against criminalization of poverty",1,march,,,,,,,,,,,,https://journalnow.com/news/local/a-group-of-25-protesters-marched-around-the-forsyth-county-jail-as-they-call-to/article_f02efcf0-d099-11eb-8fe9-737418134aa1.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Wooster,OH,Wooster Square,,,,,Wayne County Racial Justice Coalition,,against racism,1,demonstration,,,,,,,,,,,,online submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,Worcester,MA,St. Vincent Hospital,,,,,Massachusetts Nurses Association,nurses,for fair contract and safe staffing levels for nurses at St. Vincent Hospital,0,strike; picket,,,,,,,,,,,,https://www.telegram.com/story/news/2021/07/21/st-vincent-hospital-nurses-strike-marlena-pellegrino-tenet-healthcare/8043601002/,https://www.masslive.com/worcester/2021/07/supporters-march-through-worcester-in-solidarity-with-striking-saint-vincent-hospital-nurses-well-be-here-as-long-as-it-takes.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Aiken,SC,"Aiken County Courthouse; Center for African American History, Art and Culture",Rally and Walk to Promote Gun Violence Awareness,count pic,50,70,,family members,against gun violence,0,rally; march,,,,,,,,,,,,https://www.postandcourier.com/aikenstandard/news/residents-share-stories-of-loss-at-rally-to-spread-gun-violence-awareness/article_8e6dd446-d152-11eb-a436-b3eae75a4a14.html,https://www.postandcourier.com/aikenstandard/news/residents-share-stories-of-loss-at-aiken-rally-to-spread-gun-violence-awareness/article_8e6dd446-d152-11eb-a436-b3eae75a4a14.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Alma,MI,Alma City Hall,,,,,,,"in support of proposal to convert former Warwick Living Center into temporary housing for young refugees from the southern U.S. border, for immigrants' rights",1,demonstration,,,,,,,,,,,,https://www.themorningsun.com/news/gratiot-group-protests-refugee-housing-proposal/article_e9b279e0-d2b7-11eb-81e6-a74384d6a8f9.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Ann Arbor,MI,Fuller Park; Wheeler Park,,,,,NAACP Ann Arbor Branch,,"in celebration of Juneteenth, for Black liberation",1,march,,,,,,,,,,"Organized in partnership with city, which declared Juneteenth a holiday",,https://www.mlive.com/news/ann-arbor/2021/06/ann-arbor-plans-a-march-after-declaring-juneteenth-a-city-holiday.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Annapolis,MD,Government House of Maryland,,count video,30,40,Unemployed Workers Union,,against Governor Hogan's early termination of federal enhanced unemployment benefits during coronavirus pandemic,1,protest,,,,,,,,,,,,https://baltimore.cbslocal.com/2021/06/20/unemployed-workers-union-holds-protest-over-gov-hogans-decision-to-end-additional-federal-benefits/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Atlanta,GA,"Old Town Villas, 2200 Godby Rd",Stop the Violence Rally,,,,Safer Communities; Save Our Selves; Sankofa Church; SisterCare Alliance Legal and Social Justice Council; I’m A Father F1rst; Let Us Make Man; The Black Man Lab; G.R.I.E.V.E.; Next Level Boys Academy,,"in remembrance of Gregory Gallishaw, against criminal violence",0,rally,,,,,,,,,,,,https://ocgnews.com/rally-set-to-commemorate-gregory-gallishaw-who-was-fatally-shot-protecting-kids-at-college-park-apartments/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Bethesda,MD,Macedonia Baptist Church,Juneteenth 2021,,,,Bethesda African Cemetery Coalition,,"in celebration of Juneteenth, for Black liberation",1,rally,,,,,,,,,,,,https://www.instagram.com/p/CQPFFMAtrjR/?utm_source=ig_web_copy_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Birmingham,AL,,Freedom Ride for Voting Rights,count pic,45,55,Black Voters Matter; Working Families Party; Transformative Justice Coalition,,"for voting rights, for D.C. statehood, for building Black voting power",1,rally,,,,,,,,,,,,https://blackvotersmatterfund.org/news/black-voters-matters-announces-juneteenth-launch-national-partnerships-for-upcoming-freedom-ride-for-voting-rights/,https://twitter.com/BlackVotersMtr/status/1406444769665036291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Boston,MA,Copley Square; Carson Beach,,,,,New Democracy Coalition,,"in celebration of Juneteenth, for paying reparations to Black Americans",1,rally,,,,,,,,,,,,https://www.bostonglobe.com/2021/06/19/metro/boston-area-events-celebrate-juneteenths-end-slavery/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Boston,MA,Franklin Park,,,,,Good Looking Out,,"in celebration of Juneteenth, for Black liberation",1,rally,,,,,,,,,,,,https://www.bostonglobe.com/2021/06/19/metro/boston-area-events-celebrate-juneteenths-end-slavery/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Boston,MA,Hyde Park,,,,,West Fairmount Hill Community Group,elected officials; community leaders,"in celebration of Juneteenth, for Black liberation",1,rally,,,,,,,,,,,,https://www.bostonglobe.com/2021/06/19/metro/boston-area-events-celebrate-juneteenths-end-slavery/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Boston,MA,"The Town Field, 200 Park St, Dorchester Center",Juneteenth Rally,,,,RESIST; SEIU Local 615; Boston Teachers Union,,"in celebration of Juneteenth, for Black liberation, against over-policing, against mass incarceration, against state violence",1,rally,,,,,,,,,,,,https://www.facebook.com/events/552095929112697/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Brookline,MA,Florida Ruffin Ridley School; Brookline Village Park,Brookline Juneteenth Celebration,count video,100,200,,elected officials,"in celebration of Juneteenth, for racial equality and justice, Black Lives Matter",1,rally; march,,,,,,,,,,,,https://www.wcvb.com/article/juneteenth-rally-march-brookline-massachusetts-june-19-2021/36774969#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Brookwood,AL,Warror Met Coal Inc.,,,,,United Mine Workers of America,,against unfair labor practices at Warrior Met Coal,0,strike; picket,,,,,,,,,,,,https://twitter.com/means_tv/status/1405987444156157952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Buffalo,NY,Niagara Square; Michigan Street Baptist Church,,several hundred,300,300,FreeTHEM Walkers,,"in celebration of Juneteenth, for Black liberation, against human trafficking",1,march,,,,,,,,,,,,https://buffalonews.com/news/local/watch-now-freethem-walkers-lead-march-on-juneteenth/video_6df02b1e-d130-11eb-be4c-c37a1bede1b0.html,https://buffalonews.com/news/local/marking-juneteenth-900-mile-trek-to-raise-awareness-of-human-trafficking-ends-in-buffalo/article_36dedd56-d120-11eb-af94-fbc777dda230.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Burlington,WI,Echo Lake Park,2nd Annual Juneteenth Rally,,,,Burlington Coalition for Dismantling Racism,,"in celebration of Juneteenth, for Black liberation",1,rally,,,,,,,,,,,,https://www.facebook.com/events/358188885630124/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Caspar,CA,Fern Creek Rd,,,,,Mendocino Trail Stewards,,"against logging in Jackson Demonstration State Forest, for environmental conservation",1,protest,,,,,,,,,,,,https://mendovoice.com/2021/06/chainsaws-fall-silent-this-week-logging-in-jackson-state-forest-stopped/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Chambersburg,PA,Memorial Square,,100 or so,100,100,Racial Reconciliation,,"in celebration of Juneteenth, for Black liberation, unlearn racism",1,rally,,,,,,,,,,,,https://www.publicopiniononline.com/story/news/local/2021/06/19/juneteenth-white-allies-fight-racial-justice-chambersburg-rally/7753882002/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Chester,VA,3525 Festival Park Plaza,Take Back Virginia,about 350,350,350,Republican Party,elected officials,"for Republican candidates for state office, for patriotism, against crime, against critical race theory, for faith, for family, for conservative values",2,rally,,,,,,,,,,,,https://www.wtvr.com/news/virginia-politics/republicans-take-back-virginia-rally-chester,https://classifieds.newsbreak.com/virginia/chester/events/post/event-eventbrite-158623837167/take-back-virginia-rally,https://tennesseestar.com/2021/06/20/youngkin-miyares-sears-stop-in-chester-for-take-back-virginia-rally/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Chicago,IL,701 S State St; Daley Plaza,March for Us,a few hundred,300,300,Voices of Youth in Chicago Education; Illinois Black Collective,elected officials,"in celebration of Juneteenth, for Black liberation, Black Lives Matter, in remembrance of Caleb Reed",1,march,,,,,,,,,,,,https://wgntv.com/news/chicago-news/car-caravan-youth-rally-part-of-local-juneteenth-celebrations/,https://chicago.suntimes.com/2021/6/19/22541665/chicagoans-celebrate-juneteenth-with-rally-bike-rides-and-block-parties,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Chicago,IL,Beverly Park,19th Ward Day of Action,,,,Good Kids Mad City; South Side Workers Union; 19th Ward Youth United; 48th Ward Neighbors for Justice; Democratic Socialists of America; Students Strike Back,,"for Empowering Communities for Public Safety Ordinance, for community control of police, against racism, for treatment not trauma, for creating a youth council in 19th ward",1,rally; teach-in,,,,,,,,,,,,https://www.instagram.com/p/CPrO976MlbD/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Chicago,IL,Bronzeville; DuSable Museum of African American History,Freedom Ride Bronzeville,about 300,300,300,,,"in celebration of Juneteenth, against racial injustice, against police killing African Americans",1,bicycle ride,,,,,,,,,,,,https://chicago.suntimes.com/2021/6/19/22541665/chicagoans-celebrate-juneteenth-with-rally-bike-rides-and-block-parties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Chicago,IL,Washington Park,Movement Memorial for Mike Siviwe Elliott,,,,Chicago Alliance Against Racist and Political Repression,,"in remembrance of Mike Siviwe Elliott, for Black liberation",1,vigil,,,,,,,,,,,,https://www.facebook.com/events/318597806375608/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Compton,CA,"420 W Redondo Beach, Gardena, CA; Compton Sheriff's Station, 301 S Willowbrook Ave",Justice for Andres Guardado,count pic,30,50,UNITE HERE! Local 11; NAACP San Fernando; Clergy for Black Lives,,"for justice for Andres Guardado, against LA County Sheriff, against police brutality, for police accountability, against racism, in celebration of Juneteenth",1,march; caravan,helicopter; closed some streets to cars; deployed outside sheriff station,marched in street,,,,,,,,,,https://twitter.com/ShutUpAndrosky/status/1404151056817291265,https://twitter.com/joeyneverjoe/status/1406294771849568258,https://twitter.com/VPS_Reports/status/1406322660401897473,https://spectrumnews1.com/ca/la-west/news/2021/06/21/andr-s-guardado-family-speaks-1-year-after-shooting?cid=app_share,https://twitter.com/joeyneverjoe/status/1406734902716891137,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Dallas,TX,William Blair Jr. Park; Fair Park,"Juneteenth Celebration, March, and Festival",,,,Elite News; Blair Foundation,,"in celebration of Juneteenth, for Black liberation",1,march,,,,,,,,,,,,https://www.dallasnews.com/news/2021/06/10/dallas-will-have-its-first-juneteeeth-march-this-year-thanks-to-these-local-organizers/,https://www.dfwjuneteenthcelebration.com/,https://twitter.com/stevanzetti/status/1406266118235381767,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Denver,CO,Colorado State Capitol; Hyatt Regency Aurora-Denver Conference Center,Anti-Fascist Car Rally,,,,Communist Party of Colorado-CPUSA,,"against fascism, against white supremacy",1,rally; caravan,,blocked road,,,,,,,,,,https://www.facebook.com/events/499372521373605/,https://www.instagram.com/p/CQWcyTPlqW2/?utm_source=ig_web_copy_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Denver,CO,"Hyatt Regency, 650 15th St",Western BLM-Antifa Summit,count pic,25,35,Denver Communists; Front Range Mutual Aid Network; WITCH Denver; Occupy Denver; IMT,,"against Western Conservative Summit, against fascism, for LGBTQ+ rights, America was never great",1,protest,riot gear; skirmish line,verbal clashes with counter-protesters,,,,,,,20210619-denver-fascism,,,https://twitter.com/colpeoplespress/status/1405335637746671618,https://www.instagram.com/p/CP8eqx_F6Tt/,https://twitter.com/colpeoplespress/status/1406313481251528710,https://www.instagram.com/p/CQWXNpzlbgc/?utm_source=ig_web_copy_link,https://www.instagram.com/p/CQWcyTPlqW2/?utm_source=ig_web_copy_link,https://www.instagram.com/p/CQW9HhNlFCC/?utm_source=ig_web_copy_link,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Denver,CO,"Hyatt Regency, 650 15th St",,25,25,25,FEC United; United American Defense Force,,"for fascism, for white supremacy, against LGBTQ+ people, against communism, against defunding police",2,counter-protest,riot gear; skirmish line,tactical gear; shields; verbal clashes with protesters,,,,,,,20210619-denver-fascism,,,https://twitter.com/LoganMDavis/status/1406371349157793795,https://twitter.com/heartsizedfist/status/1406457643011493890,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Easton,MD,Talbot County Courthouse,,hundreds,200,200,Talbot County NAACP; Move the Monument Coalition; Talbot Boys,,"in celebration of Juneteenth, for removal of Confederate statue from Talbot County Courthouse lawn",1,rally; march,,,,,,,,,,,,https://www.publicnewsservice.org/2021-06-18/civil-rights/on-juneteenth-protest-aims-to-remove-mds-last-confederate-monument/a74682-1,https://www.stardem.com/news/local_news/talbot-boys-rally-march-in-easton/article_c2efbe07-066a-5b32-aeb6-7b69b6c2461a.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Edgewood,MD,Flying Point Park,Juneteenth Celebration,,,,,,"in celebration of Juneteenth, for Black liberation",1,rally,,,,,,,,,,,,https://www.instagram.com/p/CQPIqBPN0OI/?utm_source=ig_web_copy_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,El Paso,TX,,Hugs Not Walls,,,,Border Network for Human Rights,,"for immigrants' rights, in commemoration of Juneteenth",1,rally,,,,,,,,,,Co-ocurring with Hugs Not Walls event,,https://fox2now.com/news/border-report/black-latino-leaders-unite-for-juneteenth-hugs-not-walls-celebration/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Elizabeth City,NC,Pasquotank County Courthouse; Palin's Alley,,count video,25,30,,,"for justice for Andrew Brown Jr., for police transparency and accountability, against police brutality, against racism",1,march,,marched in street,,,,,,,,Day 60,,https://twitter.com/PAWGsForBernie/status/1406272890983616515,https://twitter.com/PAWGsForBernie/status/1406582198346657793,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Everett,WA,,Juneteenth Protest,,,,The Black Hat Society,,"in celebration of Juneteenth, for Black liberation, for making Juneteenth a national holiday",1,protest,,,,,,,,,,,,https://www.facebook.com/events/1156264911461239/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Fort Worth,TX,Evans Avenue Plaza; Tarrant County Courthouse,,hundreds,200,200,,,"in celebration of Juneteenth, for Black liberation, against state legislation limiting anti-racist education in Texas schools",1,march,,,,,,,,,,Feat. Opal Lee,,https://www.dallasnews.com/news/2021/06/19/opal-lee-grandmother-of-juneteenth-takes-a-victory-lap-at-fort-worth-march/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Gardena,CA,420 W Redondo Beach Blvd,Justice for Andres Guardado,,,,Coalition for Community Control Over the Police,,"for justice for Andres Guardado, against police brutality, for police accountability",1,march,,,,,,,,,,,,https://www.instagram.com/p/CP1zhxeAiay/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Gloucester,MA,Stage Fort Park,Freedom Isn't Free,,,,Cape Ann Republican Committee; Stand Up Massachusetts,,for freedom,2,rally,called to scene,altercation with counter-protester,,,1,,,,20210619-gloucester-freedom,,,https://eoinhiggins.substack.com/p/naomi-wolf-juneteenth-anti-vax-event,https://www.gloucestertimes.com/news/local_news/freedom-rally-gets-push-back/article_6b239955-2657-5839-a15e-81b956cb272d.html,https://www.gloucestertimes.com/news/local_news/tensions-flare-during-rally-leading-to-charges-for-2-local-men/article_56f51004-0424-5e91-9839-1f9c4a276678.html,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Gloucester,MA,Stage Fort Park,,one,1,1,,,against freedom rally,0,counter-protest,called to scene,shouted obscenities; altercation with protester,,,1,,,,20210619-gloucester-freedom,,,https://www.gloucestertimes.com/news/local_news/tensions-flare-during-rally-leading-to-charges-for-2-local-men/article_56f51004-0424-5e91-9839-1f9c4a276678.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Gloucester,MA,Stage Fort Park,,,,,,,in celebration of Juneteenth,1,rally,,,,,,,,,,,,https://www.gloucestertimes.com/news/local_news/freedom-rally-gets-push-back/article_6b239955-2657-5839-a15e-81b956cb272d.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Hampton,VA,Fort Monroe,Ancestors Walk,count pic,40,50,Black Lives Matter 757,,"in celebration of Juneteenth, for Black liberation",1,rally,,,,,,,,,,,,https://www.instagram.com/p/CPqMctpHSbl/,https://www.eventbrite.com/e/2nd-annual-juneteenth-commemoration-at-fort-monroe-tickets-157997034383,https://www.instagram.com/p/CQV_GaBHZVQ/?utm_medium=twitter,https://www.instagram.com/reel/CQWUaTbn9H7/?utm_source=ig_web_copy_link,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,High Point,NC,Washington St,,count pic,35,40,Uniting Black Men for Change,,"in celebration of Juneteenth and Father's Day, for empowering Black men",1,march,,marched in street,,,,,,,,,,https://www.thetimesnews.com/story/news/2021/06/21/uniting-black-men-holds-march-high-point-juneteenth-fathers-day-silent-march-community/7769313002/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,Huntersville,NC,Historic Latta Plantation,,,,,,,"against promotional material for canceled Juneteenth event at Historic Latta Plantation, my Black history matters, Black Lives Matter",1,protest,,,,,,,,,,,,https://www.wcnc.com/video/news/local/you-are-losing-the-biggest-advocate-in-the-community-protestors-and-supporters-show-up-to-the-historic-latta-plantation-to-make-their-voices-heard/275-a009170e-64c0-4c46-8a8d-0b43711fd0b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
