date,locality,state,location,title,size_text,size_low,size_high,organizations,participants,claims,valence,event_type,police_measures,participant_measures,police_injuries,participant_injuries,arrests,property_damage,police_deaths,participant_deaths,macroevent,notes,coder,source1,source2,source3,source4,source5,source6,source7,source8,source9,source10,source11,source12,source13,source14,source15,source16,source17,source18,source19,source20,source21,source22,source23,source24,source25,source26,source27,source28,source29,source30
2021-06-01,Asheville,NC,Pack Square Park,,count pic,30,35,Repairers of the Breach; North Carolina Council of Churches; BRIDGE,faith leaders,"for justice for Andrew Brown Jr., for police transparency and accountability, against police brutality, against racism",1,rally,,,,,,,,,,,,https://www.dailyadvance.com/news/local/rallies-connected-to-brown-shooting-expanding-beyond-ec/article_64fe2b7e-7a3e-5efa-a530-39b3a49b13a5.html,https://www.13newsnow.com/article/news/local/north-carolina/eight-north-carolina-cities-come-together-protest-andrew-brown-jr/291-84b9140f-0d61-40c3-8354-8e8f4eafa6e2,https://wlos.com/news/local/faith-leaders-rally-in-asheville-ask-for-change-in-wake-of-killing-of-andrew-brown-jr,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Baltimore,MD,"Clarence M. Mitchell Jr. Courthouse, 100 N Calvert St",,count pic,5,5,,activists,"for dropping charges against Keith Davis Jr., against state violence, against wrongful conviction",1,rally; press conference,,,,,,,,,,,,https://www.wbaltv.com/article/keith-davis-jr-rally-drop-all-charges-baltimore/36597776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Boise,ID,Idaho State Capitol,,nearly 100,100,100,,parents; students; elected officials,against coronavirus mask mandates in schools,0,rally,,,,,,,,,,,,https://www.kivitv.com/news/political/inside-the-statehouse/parents-take-to-the-capitol-to-protest-mask-mandates,https://www.eastidahonews.com/2021/06/parents-take-to-the-capitol-to-protest-mask-mandates/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Bradenton,FL,Manatee County Courthouse,,a handful,5,5,Project Pride SRQ; Stonewall Democratic Caucus of Sarasota County; PFLAG Sarasota; Gong Fu Martial Arts,,"against state legislation barring transgender girls from playing school sports on teams that align with their gender identity, against the Fairness in Women's Sports Act, against SB 1028, for LGBTQ+ rights",1,protest,,,,,,,,,,,,https://patch.com/florida/sarasota/lgbtq-groups-protest-anti-trans-law-sarasota-bradenton,https://www.mysuncoast.com/2021/06/01/trans-rights-advocates-plan-rallies-against-new-law-sarasota-bradenton/,https://www.bradenton.com/news/politics-government/state-politics/article251816763.html,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Brookwood,AL,Warror Met Coal Inc.,,,,,United Mine Workers of America,,against unfair labor practices at Warrior Met Coal,0,strike; picket,,,,,,,,,,,,https://twitter.com/MineWorkers/status/1389653802714808320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Burlington,VT,Church St,Palestine Protest,FB: 2,2,2,,,in support of Palestine,0,protest,,,,,,,,,,,,https://www.facebook.com/events/387292255742039/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Charlotte,NC,Charlotte-Mecklenburg Government Center,,over 50,50,50,Repairers of the Breach; North Carolina Council of Churches; BRIDGE,faith leaders,"for justice for Andrew Brown Jr., for police transparency and accountability, against police brutality, against racism",1,rally,,,,,,,,,,,,https://www.dailyadvance.com/news/local/rallies-connected-to-brown-shooting-expanding-beyond-ec/article_64fe2b7e-7a3e-5efa-a530-39b3a49b13a5.html,https://www.13newsnow.com/article/news/local/north-carolina/eight-north-carolina-cities-come-together-protest-andrew-brown-jr/291-84b9140f-0d61-40c3-8354-8e8f4eafa6e2,https://www.13newsnow.com/article/news/local/demonstrators-gather-in-charlotte-in-solidarity-with-elizabeth-city-protestors-over-the-shooting-of-andrew-brown-jr/275-3281e880-50ff-484e-9272-24d163a0e022?utm_campaign=snd-autopilot,https://twitter.com/LanaHarrisNews/status/1399837804998299654,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Elizabeth City,NC,Pasquotank County Public Safety Building; Ehringhaus St,,about 80,80,80,Repairers of the Breach; North Carolina Council of Churches; BRIDGE,faith leaders,"for justice for Andrew Brown Jr., for police transparency and accountability, against police brutality, against racism",1,rally; march,,,,,,,,,,,,https://www.dailyadvance.com/news/local/rallies-connected-to-brown-shooting-expanding-beyond-ec/article_64fe2b7e-7a3e-5efa-a530-39b3a49b13a5.html,https://www.dailyadvance.com/news/local/rally-unites-pastors-protesters-in-call-for-justice/article_001b3423-9d0e-5426-9b7f-cae26a18b09b.html,https://www.13newsnow.com/article/news/local/north-carolina/eight-north-carolina-cities-come-together-protest-andrew-brown-jr/291-84b9140f-0d61-40c3-8354-8e8f4eafa6e2,https://twitter.com/PAWGsForBernie/status/1399840332238442501,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Emporia,KS,"Emporia Mall, 1632 Industrial Rd",Arise USA The Resurrection Tour,,,,Constitutional Sheriffs and Peace Officers Association; Earth Intelligence Network,,"for constitutional freedom, for health freedom, for Christian faith, for patriotism, for sovereign citizenship",2,rally,,,,,,,,,,,,https://ariseusa.com/about/,https://bigbatusa.org/2021/05/25/location-13-emporia-ks-in-lieu-of-topeka-ks/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Fayetteville,NC,Cross Creek Linear Park,,about 40,40,40,Repairers of the Breach; North Carolina Council of Churches; BRIDGE,faith leaders; activists,"for justice for Andrew Brown Jr., for police transparency and accountability, against police brutality, against racism",1,rally,,,,,,,,,,,,https://www.dailyadvance.com/news/local/rallies-connected-to-brown-shooting-expanding-beyond-ec/article_64fe2b7e-7a3e-5efa-a530-39b3a49b13a5.html,https://www.13newsnow.com/article/news/local/north-carolina/eight-north-carolina-cities-come-together-protest-andrew-brown-jr/291-84b9140f-0d61-40c3-8354-8e8f4eafa6e2,https://www.fayobserver.com/story/news/2021/06/02/fayetteville-activists-faith-leaders-rally-solidarity-elizabeth-city-andrew-brown-death/5289993001/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Greensboro,NC,Wake Forest Baptist Church,,about 50,50,50,Repairers of the Breach; North Carolina Council of Churches; BRIDGE,faith leaders,"for justice for Andrew Brown Jr., for police transparency and accountability, against police brutality, against racism",1,rally,,,,,,,,,,,,https://www.dailyadvance.com/news/local/rallies-connected-to-brown-shooting-expanding-beyond-ec/article_64fe2b7e-7a3e-5efa-a530-39b3a49b13a5.html,https://www.13newsnow.com/article/news/local/north-carolina/eight-north-carolina-cities-come-together-protest-andrew-brown-jr/291-84b9140f-0d61-40c3-8354-8e8f4eafa6e2,https://myfox8.com/news/north-carolina-news/piedmont-triad-news/rallies-against-andrew-brown-jr-killing-taking-place-in-greensboro-winston-salem/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Jacksonville,NC,Eastern North Carolina Regional Skills Center,,,,,ACT Right of NC,,"against teaching critical race theory in Onslow public schools, against indoctrination, against socialism",2,demonstration,,,,,,,,,,,,https://www.jdnews.com/story/news/2021/06/03/parents-protest-critical-race-theory-onslow-board-ed-meeting/5289191001/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,La Crescenta,CA,,,dozens,24,24,,neighbors,against possible placement of convicted sex offender in neighborhood,0,protest,,,,,,,,,,,,https://losangeles.cbslocal.com/2021/06/01/la-crescenta-convicted-sexual-predator-calvin-lynn-grassmier/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Lafayette,IN,Lafayette Sunnyside Intermediate School,,more than a dozen,12,12,,parents; students,against bullying at Lafayette Sunnyside Intermediate School,0,protest,,,,,,,,,,,,https://www.wlfi.com/content/news/Parents-protest-bullying-at-Lafayette-Sunnyside-Intermediate-School-574543341.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Landover,MD,"City of Praise Ministries, Jericho City Dr","Our Streets, Our Future",dozens,24,24,,elected officials; community organizers; gun violence survivors; families of people killed in shootings; police officers; religious leaders; students,"against gun violence, for public safety",0,rally,,,,,,,,,,,,https://www.wusa9.com/article/news/local/gun-violence-in-prince-georges-county-shootings-in-pg-county/65-a1692672-17a1-4736-aee7-5df91a6e7b0a,https://www.washingtonpost.com/local/public-safety/gun-violence-prevention-march-prince-georges/2021/06/02/341ff31a-c3b6-11eb-93f5-ee9558eecf4b_story.html,https://www.instagram.com/p/CPmLa4ULwsl/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Los Angeles,CA,"office of California Assembly Member Wendy Carillo, 1910 West Sunset Blvd, Echo Park",,dozens,24,24,,,"against state legislation making solar power more expensive, against AB 1139, against PG&E, for rooftop solar energy",0,protest,,,,,,,,,,,,https://www.coloradoboulevard.net/solar-supporters-rally-echo-park-vigorously-oppose-ab-1139/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Manchester,CT,"The Spot, Center St & Main St",,,,,PowerUp Manchester,,"against racism, for defunding police, Black Lives Matter",1,rally,,,,,,,,,,1st anniversary of group's founding,,https://www.journalinquirer.com/multimedia/powerup-manchester-celebrates-its-one-year-anniversary-as-they-continue-to-protest-against-local-racism/article_82e1ffc0-c398-11eb-9ea2-9bff74b58504.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Milwaukee,WI,McKiernan's Irish Tavern,Burn the Mask Rally,,,,The Wisconsin Conservative Digest,elected officials,"against COVID mask mandates, for Donald Trump",2,rally,,burned coronavirus masks in 50-gallon drum,,,,,,,,Feat. David Clarke,,https://www.wearegreenbay.com/coronavirus/bye-bye-mask-burn-your-mask-rally-scheduled-in-milwaukee-as-mandate-ends/,https://twitter.com/JasonCalvi/status/1399867109279244288,https://twitter.com/VanshayM/status/1399886746956058630,https://twitter.com/WCDigest/status/1399923721314443264,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,New York,NY,"231st St & Broadway, the Bronx",Kingsbridge for #ParoleJusticeNY,,,,People's Campaign for Parole Justice,,"for state legislation for parole justice, for the Elder Parole Act and Fair & Timely Parole Act",1,rally,,,,,,,,,,,,https://www.instagram.com/p/CPjlZ2JnKEm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,New York,NY,"Borough of Manhattan Community College, 199 Chambers St, Manhattan","Rehire the Adjuncts, Reject Racism at CUNY",,,,PSC CUNY,,"against layoffs of adjunct faculty at City University of New York, against racism",1,protest,,,,,,,,,,,,https://www.instagram.com/p/CPjp215HcsY/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,New York,NY,"Bronx Borough Hall, the Bronx",Celebrate Juneteenth Flag Raising Ceremony,,,,,,"in celebration of Juneteenth, for Black liberation",1,rally,,,,,,,,,,,,https://www.instagram.com/p/CPjlZ2JnKEm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,New York,NY,"Carl Schurz Park, Manhattan",,,,,Upper East Side for Black Lives Matter,,"against racism, against police violence",1,vigil; march,,,,,,,,,,,,https://www.instagram.com/p/CPlGC2vj2hu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,New York,NY,"City College of New York, 160 Convent Ave, Manhattan",,,,,,,in support of Palestine,0,demonstration,,,,,,,,,,,,https://samidoun.net/2021/05/global-calendar-of-resistance-join-these-events-to-defend-palestine/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,New York,NY,"McCarren Park, Brooklyn",,,,,,,"against racism, against police violence",1,vigil,,,,,,,,,,,,https://www.instagram.com/p/CPjlZ2JnKEm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,New York,NY,"MetroTech Center, Brooklyn",,,,,No North Brooklyn Pipeline; Sane Energy Project; Brownsville Residents Green Committee,,"against National Grid natural gas pipeline project, for environmental protection, against racism",1,protest,,launched gas bill strike,,,,,,,,,,https://www.brooklynpaper.com/activists-withhold-gas-bill-payment-to-protest-national-grid-pipeline/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,New York,NY,"New York City Housing Authority, W 155th St & Amsterdam Ave, Manhattan",Save 857 Riverside Drive,,,,,,"against demolition of Black historical landmark, abolish police and prisons and ICE, Black Lives Matter",1,rally; march,,,,,,,,,,,,https://www.instagram.com/p/CPjlZ2JnKEm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,New York,NY,"office of New York State Assembly Member Carl Heastie, 1446 E Gun Hill Rd, the Bronx",,count pic,40,50,Make the Road NY; New York Communities for Change; Met Council on Housing; Center for Community Alternatives,,"for state legislation to house the homeless, for House Our Neighbors with Dignity Act, for Fair & Timely Parole Act, for Elder Parole Act, for New York Health Act, for universal healthcare in New York",0,demonstration,,,,,,,,,,,,https://twitter.com/MaketheRoadNY/status/1399760522204098567,https://twitter.com/nychange/status/1399768418136604675,https://twitter.com/Met_Council/status/1399752543216058369,https://twitter.com/CCA_NY/status/1399757638284480512,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,New York,NY,"United Metro Energy Corp., 500 Kingsland Ave, Brooklyn",,,,,Teamsters Local 553,,for higher pay and better health benefits for United Metro Energy workers,0,strike; picket,,,,,,,,,,,,https://inthesetimes.com/article/united-metro-energy-labor-politics-unions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Orlando,FL,Orlando City Hall,Orlando Rally to #ProtectTransKids,about 100,100,100,Equality Florida; Florida Planned Parenthood Action; Orlando Come Out With Pride; One Orlando Alliance; QLatinx; Rainbow Democrats; Orange County Democrats,,"against state legislation barring transgender girls from playing school sports on teams that align with their gender identity, against the Fairness in Women's Sports Act, against SB 1028, for LGBTQ+ rights",1,protest,,,,,,,,,,,,https://www.orlandoweekly.com/Blogs/archives/2021/06/01/orlando-activists-to-hold-protecttranskids-rally-at-city-hall-tonight,https://www.facebook.com/events/2900620830260050/?active_tab=about,https://www.clickorlando.com/news/local/2021/06/01/activists-rally-in-support-of-transgender-youth-in-response-to-florida-transgender-athlete-law/,https://www.clickorlando.com/gallery/news/2021/06/01/photos-protect-trans-youth-rallies-in-central-florida/,https://www.orlandosentinel.com/news/breaking-news/os-ne-protect-trans-kids-rally-orlando-20210602-aaj62kzn5nejde4qgydjpnffei-story.html,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Philadelphia,PA,"Eastern State Penitentiary, 2027 Fairmount Ave",,,,,Human Rights Coalition PA; Abolitionist Law Center; Solidarity Not Solitary PA-CAIC,elected officials,for state legislation ending solitary confinement for prison inmates in Pennsylvania,0,rally,,,,,,,,,,,,https://www.facebook.com/events/1047445942451818/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Pittsburgh,PA,City-County Building,Stand Against Anti-Semitism,,,,Jewish Federation of Greater Pittsburgh,,against antisemitism,0,rally,,,,,,,,,,,,https://triblive.com/local/jewish-federation-holding-rally-against-anti-semitism/,https://jewishpgh.org/stand/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Potsdam,NY,Potsdam Post Office,,30,30,30,,,Black Lives Matter,1,demonstration,,,,,,,,,,,,https://www.nny360.com/news/stlawrencecounty/one-year-later-potsdam-black-lives-matter-rallies-again/article_218576ce-c896-5a1f-b168-42b7c1c52ee2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Raleigh,NC,North Carolina Legislative Building,,count pic,25,30,Repairers of the Breach; North Carolina Council of Churches; BRIDGE,faith leaders; clergy,"for justice for Andrew Brown Jr., for police transparency and accountability, against police brutality, against racism",1,rally,,,,,,,,,,,,https://www.dailyadvance.com/news/local/rallies-connected-to-brown-shooting-expanding-beyond-ec/article_64fe2b7e-7a3e-5efa-a530-39b3a49b13a5.html,https://www.13newsnow.com/article/news/local/north-carolina/eight-north-carolina-cities-come-together-protest-andrew-brown-jr/291-84b9140f-0d61-40c3-8354-8e8f4eafa6e2,https://twitter.com/JoeFisherTV/status/1399840276886216710,https://twitter.com/joshshaffer08/status/1399837254982504458,https://talesbuzz.com/clergy-rallies-in-raleigh-and-6-other-nc-cities-to-seek-justice-in-andrew-brown-death/,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Richmond,VA,,,,,,,,"for Glenn Youngkin for governor of Virginia, against Governor Northam, for Second Amendment rights, against coronavirus mask mandates in schools, against defunding police",2,rally,,,,,,,,,,Feat. Glenn Youngkin,,https://www.wjhl.com/news/regional/virginia/glenn-youngkin-vows-to-turn-virginia-red-again-in-first-rally-as-gop-nominee-for-governor/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Rockford,IL,Rockford City Hall,,,,,May 30th Alliance,,"against racism, against police violence",1,demonstration,,encamped outside city hall,,,,,,,,,,https://twitter.com/M30Alliance/status/1370029296509652993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,San Jose,CA,San Jose City Hall; I-87; Taylor St; San Jose Police Department,,hundreds; over 300,200,300,BLACK Outreach SJ; HERO Tent,,"for justice for Demetrious Stanley, against racism, against police brutality, for police accountability, Black Lives Matter, for abolishing police",1,vigil; protest; march,,marched on freeway; blocked freeway,,,,,,,,,,https://sanfrancisco.cbslocal.com/2021/06/01/protest-over-fatal-police-shooting-shuts-down-freeway-in-san-jose/,https://twitter.com/FreePressProj/status/1400015265048403968,https://www.mercurynews.com/2021/06/01/san-jose-protesters-take-to-the-streets-freeway-after-latest-police-killing/,https://abc7news.com/san-jose-police-shooting-demetrius-stanley-guadalupe-freeway-protest-surveillance-photos-released/10731874/,http://www.fightbacknews.org/2021/6/4/san-jose-protest-demands-justice-after-police-killing-demetrius-stanley,https://www.instagram.com/p/CPmgIeXD2nO/,https://www.instagram.com/p/CPmMOZ0Dbtk/,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Sarasota,FL,Five Points Park,,count video,25,30,Project Pride SRQ; Stonewall Democratic Caucus of Sarasota County; PFLAG Sarasota; Gong Fu Martial Arts,,"against state legislation barring transgender girls from playing school sports on teams that align with their gender identity, against the Fairness in Women's Sports Act, against SB 1028, for LGBTQ+ rights, trans rights are human rights",1,protest,,,,,,,,,,,,https://patch.com/florida/sarasota/lgbtq-groups-protest-anti-trans-law-sarasota-bradenton,https://www.mysuncoast.com/2021/06/01/trans-rights-advocates-plan-rallies-against-new-law-sarasota-bradenton/,https://www.fox13news.com/news/protesters-speak-out-against-newly-signed-transgender-athletics-law,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Sherman Oaks,CA,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",,,,,The Valley of Change,,"Black Lives Matter, against police brutality",1,demonstration,,,,,,,,,,,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Topeka,KS,Kansas Statehouse,,about two dozen,24,24,,,"in celebration of Juneteenth, for Black liberation",1,march,,,,,,,,,,,,https://www.cjonline.com/story/news/local/2021/06/01/juneteenth-supporters-marched-tuesday-kick-off-month-events/7495881002/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Tulsa,OK,Ellis Walker Woods Memorial,5:08 - A Sunrise Vigil,,,,Oklahoma State University-Tulsa,students; faculty; staff; the public,in commemoration of Tulsa Race Massacre,1,vigil,,,,,,,,,,,,https://4state.news/sunrise-vigil-at-osu-tulsa-commemorates-1921-tulsa-race-massacre/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Verona,VA,Augusta County Government Center,,,,,Virginia Organizing,,"against planned renovations and expansion of Middle River Regional Jail, for funding community-based mental health services",0,protest,,,,,,,,,,,,https://www.whsv.com/2021/05/28/virginia-organizing-to-hold-protest-on-proposed-mrrj-renovations/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Viera,FL,"Brevard County Government Center, 2725 Judge Fran Jamieson Way",,about 35,35,35,Equality Florida,,"against state legislation barring transgender girls from playing school sports on teams that align with their gender identity, against the Fairness in Women's Sports Act, against SB 1028, for LGBTQ+ rights",1,rally,,,,,,,,,,,,https://www.clickorlando.com/news/local/2021/06/01/activists-rally-in-support-of-transgender-youth-in-response-to-florida-transgender-athlete-law/,https://www.clickorlando.com/gallery/news/2021/06/01/photos-protect-trans-youth-rallies-in-central-florida/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Washington,DC,Black Lives Matter Plaza,SWANN STrong 1 Year Later,,,,,,"against racism, against police brutality, Black Lives Matter",1,sit-in,,,,,,,,,,,,https://www.instagram.com/p/CPgKS3jhcsw/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Washington,DC,"District of Columbia Housing Authority, 1133 N Capitol St NE",Evictions Are Death,count video,35,45,Cancel Rent DC,,"against end of coronavirus pandemic eviction moratorium, for housing rights, for tenants' rights, cancel the rent",1,rally,,marched in street; mock funeral procession,,,,,,,,,,https://www.instagram.com/p/CPY-6JwBRl8/,https://www.instagram.com/p/CPmFFRLBH6_/,https://www.instagram.com/p/CPmJTbBgv1t/,https://www.instagram.com/p/CPmIzSIAJjO/,https://www.instagram.com/p/CPmF3psgKPE/,https://www.instagram.com/p/CPo_vmcBHwA/,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,West Palm Beach,FL,The Ballpark of the Beaches,,,,,,,free Cuba,0,protest,escorted protester out of ballpark,"one protester ran onto field during Olympic qualifier baseball game between Cuban and Venezuelan national teams with ""Free Cuba"" banner",,,,,,,,,,https://www.nbcmiami.com/news/local/protests-take-place-outside-olympic-baseball-qualifier-between-cuba-venezuela/2463106/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Weston,WV,Weston Municipal Building,,,,,,family,against police brutality,1,protest,,,,,,,,,,,,https://www.wtrf.com/news/protest-held-in-west-virginia-after-police-accused-of-using-excessive-force-on-17-year-old/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Wilmington,NC,,,,,,Repairers of the Breach; North Carolina Council of Churches; BRIDGE,faith leaders,"for justice for Andrew Brown Jr., for police transparency and accountability, against police brutality, against racism",1,rally,,,,,,,,,,,,https://www.dailyadvance.com/news/local/rallies-connected-to-brown-shooting-expanding-beyond-ec/article_64fe2b7e-7a3e-5efa-a530-39b3a49b13a5.html,https://www.13newsnow.com/article/news/local/north-carolina/eight-north-carolina-cities-come-together-protest-andrew-brown-jr/291-84b9140f-0d61-40c3-8354-8e8f4eafa6e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Winston-Salem,NC,First Baptist Church,,a handful,5,5,Repairers of the Breach; North Carolina Council of Churches; BRIDGE,faith leaders,"for justice for Andrew Brown Jr., for police transparency and accountability, against police brutality, against racism",1,rally,,,,,,,,,,,,https://www.dailyadvance.com/news/local/rallies-connected-to-brown-shooting-expanding-beyond-ec/article_64fe2b7e-7a3e-5efa-a530-39b3a49b13a5.html,https://www.13newsnow.com/article/news/local/north-carolina/eight-north-carolina-cities-come-together-protest-andrew-brown-jr/291-84b9140f-0d61-40c3-8354-8e8f4eafa6e2,https://journalnow.com/news/local/local-church-holds-rally-for-andrew-brown-jr-the-black-man-fatally-shot-by-deputies/article_f03daed6-c314-11eb-98a6-e74c4da9d75e.html,https://myfox8.com/news/north-carolina-news/piedmont-triad-news/rallies-against-andrew-brown-jr-killing-taking-place-in-greensboro-winston-salem/,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Wooster,OH,Wooster Square,,,,,Wayne County Racial Justice Coalition,,against racism,1,demonstration,,,,,,,,,,,,online submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Worcester,MA,St. Vincent Hospital,,,,,Massachusetts Nurses Association,nurses,for fair contract and safe staffing levels for nurses at St. Vincent Hospital,0,strike; picket,,,,,,,,,,,,https://www.telegram.com/story/news/2021/07/21/st-vincent-hospital-nurses-strike-marlena-pellegrino-tenet-healthcare/8043601002/,https://www.masslive.com/worcester/2021/07/supporters-march-through-worcester-in-solidarity-with-striking-saint-vincent-hospital-nurses-well-be-here-as-long-as-it-takes.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,Yreka,CA,Siskiyou County Courthouse,,around 100,100,100,,Asian community,"against proposed county ordinance barring large water trucks from county roads without permit, against discrimination against Asian Americans, water rights equal civil rights",0,protest,,,,,,,,,,,,https://krcrtv.com/news/local/asian-community-rallies-in-front-of-siskiyou-county-courthouse-protesting-water-ordinance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-02,Albany,NY,East Capitol Park,,,,,,pharmacists; patients,for state legislation supporting independent pharmacies,0,rally,,,,,,,,,,,,https://cbs6albany.com/news/coronavirus/pharmacists-officials-rally-to-save-community-pharmacies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-02,Albany,NY,New York State Capitol,,count video,25,30,,progressives,"for state legislation ending qualified immunity for police officers, for SB 1991, for AB 4331",1,rally; press conference,,,,,,,,,,,,https://www.news10.com/news/ny-capitol-news/progressive-lawmakers-advocates-rally-for-bill-to-end-qualified-immunity/,https://www.rochestercitynewspaper.com/rochester/in-albany-advocates-rally-for-an-end-to-qualified-immunity/Content?oid=13272257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-02,Augusta,ME,Maine State House,,,,,Maine Stands Up,,"against rule requiring coronavirus masks in Maine State House, for medical freedom",2,protest,,,,,,,,,,,,https://bangordailynews.com/2021/06/02/politics/daily-brief/mask-protest-complicates-maine-legislatures-busy-return-to-the-state-house/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-02,Baton Rouge,LA,Fairway View Apartments,,,,,,family,"in remembrance of Ja'Tyri Brown, for justice for victims of unsolved murders, against gun violence",0,vigil,,,,,,,,,,,,https://www.ksla.com/2021/06/03/vigil-held-for-1-year-old-shot-killed-while-swimming-in-pool-on-memorial-day/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-02,Brookwood,AL,Warror Met Coal Inc.,,,,,United Mine Workers of America,,against unfair labor practices at Warrior Met Coal,0,strike; picket,,,,,,,,,,,,https://twitter.com/MineWorkers/status/1389653802714808320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-02,Brookwood,AL,,United We Stand Solidarity Rally,,,,United Mine Workers of America,,in solidarity with striking mine workers at Warrior Met Coal,0,rally,,,,,,,,,,,,https://twitter.com/MineWorkers/status/1400452900761980929,https://umwa.org/video/june-2-2021-united-we-stand-solidarity-rally/,https://umwa.org/news-media/press/umwa-to-begin-warrior-met-unity-rallies-pay-strike-benefits/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-02,Chicago,IL,Federal Plaza,,,,,Citizens Trade Campaign,,"in remembrance of victims of COVID-19, for global access to COVID vaccines, for TRIPS waiver of COVID vaccine patents at World Trade Organization",0,vigil,,,,,,,,,,,,https://www.citizenstrade.org/ctc/blog/2021/05/26/vigils-for-global-access-to-covid-vaccines-and-treatments/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-02,Chula Vista,CA,Chula Vista Public Library,,count video,15,20,Hammond Climate Solutions,climate supporters,"against state legislation increasing cost of rooftop solar energy, against AB 1139, for green energy",1,demonstration,,giant inflatable Monopoly Man,,,,,,,,,,https://www.cbs8.com/article/news/politics/solar-energy-supporters-rally-against-ab-1189-they-say-the-bill-would-rollback-green-energy-legislation/509-b3d503b7-2f94-4288-9e8a-6c0b011651d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-02,Dover,NH,Dover City Hall,,,,,,local Republicans,in support of police,0,rally,,,,,,,,,,,,https://www.fosters.com/story/news/local/2021/06/02/dover-nh-republicans-police-rally-dover-city-hall-black-lives-matter-teachers-union-budget/5282785001/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
